CZ,CZ Name,State,Census 2000 population,Urban Areas,Frac. Black,Racial Segregation,Income Segregation,Segregation of Poverty (<p25),Segregation of Affluence (>p75),Frac. with Commute < 15 Mins,Household Income per capita,Gini,Top 1% Income Share,Gini Bottom 99%,Frac. Between p25 and p75,Local Tax Rate,Local Government Expenditures Per Capita,State Income Tax Progressivity,State EITC Exposure,School Expenditure per Student,Teacher Student Ratio,Test Score Percentile (Income Adjusted,High School Dropout Rate (Income Adjusted),Number of Colleges per Capita,College Tuition,College Graduation Rate (Income Adjusted),Labor Force Participation Rate,Manufacturing Employment Share,Growth in Chinese Imports 1990-2000,Teenage Labor Force Participation Rate,Migration Inflow Rate,Migration Outlflow Rate,Frac. Foreign Born,Social Capital Index,Fraction Religious,Violent Crime Rate,Fraction of Children with Single Mothers,Fraction of Adults Divorced,Fraction of Adults Married,Income Growth 2000-2006/10
11800,Mount Pleasant,MI,"136,888",0,0.021,0.106,0.035,0.04,0.03,0.467,27945,0.375,8.002,0.295,0.585,0.025,1880,0,0,7.39,18.3,2.197,,0.022,4345,0.12,0.602,0.152,0.636,0.004,0.023,0.019,0.017,-0.164,0.282,0.001,0.205,0.093,0.5,-0.017
11900,Saginaw,MI,"540,707",1,0.077,0.325,0.056,0.053,0.057,0.376,36938,0.398,8.79,0.31,0.506,0.026,2118,0,0,6.193,20.1,-1.907,,0.007,4224,-0.092,0.613,0.221,0.683,0.004,0.011,0.012,0.019,0.544,0.504,0.001,0.228,0.095,0.573,-0.011
12001,Big Rapids,MI,"120,045",0,0.024,0.119,0.022,0.026,0.019,0.407,30109,0.371,7.829,0.293,0.593,0.029,1751,0,0,6.059,19.4,1.666,,0.017,4440,0.048,0.603,0.233,1.631,0.005,0.02,0.016,0.015,0.068,0.326,0.002,0.205,0.105,0.583,-0.013
12002,Ludington,MI,"52,801",0,0.011,0.063,0.02,0.02,0.021,0.493,33400,0.371,9.758,0.274,0.6,0.035,2207,0,0,6.004,18.3,6.417,,0.019,1974,-0.225,0.589,0.208,1.481,0.006,0.016,0.016,0.014,1.041,0.447,0.001,0.206,0.105,0.59,0.001
12100,Kalamazoo,MI,"509,606",1,0.082,0.183,0.064,0.06,0.064,0.36,36931,0.412,10.894,0.303,0.52,0.025,2149,0,0,6.573,18.9,-2.101,,0.014,5369,-0.016,0.667,0.237,0.781,0.005,0.019,0.02,0.032,0.292,0.325,0.002,0.232,0.106,0.543,-0.011
12200,Grand Rapids,MI,"1,286,045",1,0.064,0.256,0.066,0.056,0.073,0.344,37483,0.381,12.659,0.254,0.559,0.026,2328,0,0,7.234,19.8,0.369,,0.012,7137,-0.014,0.682,0.27,1.197,0.005,0.012,0.012,0.046,0.505,0.469,0.002,0.193,0.095,0.571,-0.015
12301,Traverse City,MI,"154,452",0,0.003,0.036,0.034,0.028,0.038,0.356,39703,0.416,13.983,0.276,0.595,0.034,2555,0,0,6.314,18.8,5.284,,0.006,2984,-0.279,0.654,0.139,0.814,0.007,0.018,0.013,0.019,0.9,0.38,0.001,0.174,0.105,0.612,-0.002
12302,Petoskey,MI,"83,975",0,0.003,0.021,0.031,0.03,0.033,0.428,37711,0.488,21.387,0.274,0.599,0.038,2363,0,0,6.357,19.1,6.258,,0.012,2190,-0.305,0.633,0.142,0.671,0.007,0.016,0.013,0.014,0.933,0.416,0.001,0.178,0.107,0.608,0.011
12401,Alpena,MI,"84,783",0,0.003,0.019,0.012,0.01,0.013,0.472,34474,0.363,7.544,0.287,0.606,0.028,2344,0,0,5.684,19.2,-1.233,,0.012,2460,-0.053,0.53,0.17,0.695,0.004,0.016,0.011,0.012,0.715,0.572,0.001,0.184,0.102,0.605,-0.006
12402,Grayling charter,MI,"104,421",0,0.004,0.037,0.027,0.025,0.028,0.457,34360,0.433,13.319,0.3,0.556,0.034,1681,0,0,5.917,18.8,-0.154,,0.01,2141,-0.205,0.532,0.14,1.079,0.006,0.022,0.014,0.015,0.606,0.351,0.001,0.192,0.105,0.621,-0.011
12501,Dayton,OH,"1,179,009",1,0.116,0.355,0.08,0.073,0.084,0.341,39002,0.387,10.176,0.286,0.578,0.025,2162,2.66,0,5.71,18.9,6.093,,0.016,8460,0.038,0.653,0.22,0.942,0.005,0.012,0.015,0.021,0.475,0.398,0.002,0.234,0.112,0.556,-0.011
12502,Washington Court House,OH,"109,851",0,0.019,0.066,0.019,0.02,0.017,0.345,32903,0.33,8.036,0.25,0.644,0.019,1850,2.66,0,4.805,20.5,7.924,,0.018,8683,-0.056,0.654,0.225,3.351,0.005,0.026,0.023,0.009,0.21,0.318,0,0.193,0.105,0.597,-0.011
12600,Wayne,IN,"104,034",1,0.039,0.12,0.038,0.036,0.038,0.464,34115,0.389,10.525,0.284,0.59,0.022,2148,0,0,7.067,18,-1.393,,0.029,11267,-0.08,0.643,0.282,1.444,0.005,0.012,0.016,0.012,0.887,0.417,0.002,0.219,0.116,0.586,-0.012
12701,Cincinnati,OH,"1,954,800",1,0.117,0.349,0.11,0.106,0.113,0.258,42063,0.452,13.814,0.314,0.524,0.024,2174,2.66,0,6.243,19.1,5.432,-0.015,0.015,5415,-0.011,0.667,0.173,1.216,0.006,0.011,0.012,0.026,0.388,0.444,0.002,0.225,0.102,0.546,-0.01
12702,Maysville,KY,"52,963",1,0.028,0.124,0.027,0.025,0.026,0.322,27372,0.422,8.344,0.338,0.519,0.013,1613,0.2,0,6.08,16.3,-3.84,-0.005,0.019,1150,0.002,0.585,0.223,11.189,0.003,0.011,0.009,0.006,-0.162,0.523,0.001,0.173,0.101,0.603,-0.003
12800,Washington,IN,"134,026",1,0.003,0.048,0.039,0.038,0.039,0.314,35835,0.312,8.426,0.228,0.632,0.016,1944,0,0,6.15,19.5,3.411,,,,,0.679,0.279,4.476,0.006,0.022,0.016,0.009,0.36,0.535,0.001,0.152,0.094,0.623,-0.006
12901,Lexington-Fayette,KY,"525,970",1,0.09,0.17,0.082,0.072,0.09,0.345,36577,0.485,13.3,0.352,0.49,0.019,1527,0.2,0,5.984,16.6,-3.656,0.015,0.019,4441,0.054,0.677,0.162,2.32,0.004,0.016,0.016,0.037,0.304,0.514,0.002,0.223,0.111,0.544,-0.004
12902,Mount Sterling,KY,"40,195",0,0.026,0.077,0.02,0.018,0.025,0.323,28067,0.458,12.55,0.332,0.508,0.01,1230,0.2,0,5.556,15.8,-6.92,0.014,,,,0.571,0.235,1.4,0.003,0.018,0.013,0.005,-1.132,0.342,0.001,0.193,0.114,0.604,-0.014
12903,Danville,KY,"86,667",0,0.051,0.09,0.027,0.025,0.034,0.353,30746,0.392,7.263,0.319,0.552,0.012,1239,0.2,0,5.847,16,-3.142,0.009,0.012,16900,0.452,0.603,0.243,1.319,0.004,0.02,0.015,0.014,-0.026,0.693,0.001,0.195,0.106,0.616,-0.005
13000,Elizabethtown,KY,"176,597",1,0.074,0.156,0.027,0.026,0.026,0.338,29945,0.351,8.532,0.265,0.619,0.011,1517,0.2,0,5.676,18,-1.755,-0.006,0.011,1084,-0.103,0.639,0.2,0.751,0.003,0.032,0.026,0.029,-1.309,0.526,0.001,0.191,0.107,0.612,-0.007
13101,Louisville,KY,"1,100,767",1,0.132,0.311,0.104,0.095,0.11,0.261,39192,0.471,13.684,0.334,0.506,0.019,1833,0.2,0,5.998,17.9,-6.336,0.02,0.014,6141,-0.045,0.66,0.162,0.945,0.005,0.012,0.012,0.027,0.388,0.529,0.003,0.25,0.12,0.541,-0.011
13102,Madison,IN,"49,985",1,0.013,0.032,0.012,0.019,0.006,0.411,31205,0.355,6.725,0.288,0.581,0.018,2190,0,0,6.341,17.3,-0.717,0.008,0.04,9008,-0.044,0.644,0.272,6.025,0.005,0.021,0.019,0.013,0.462,0.504,0.001,0.205,0.123,0.586,-0.003
13103,Bardstown,KY,"66,605",0,0.068,0.092,0.022,0.022,0.017,0.373,30726,0.395,12.494,0.27,0.61,0.011,1284,0.2,0,6.317,18.2,-1.755,-0.002,0.015,6000,-0.105,0.628,0.291,0.956,0.004,0.021,0.016,0.011,0.475,0.768,0.001,0.202,0.101,0.568,-0.006
13200,Owensboro,KY,"177,640",1,0.033,0.117,0.049,0.046,0.053,0.387,31538,0.387,9.513,0.292,0.592,0.013,2194,0.2,0,6.026,16.7,9.696,-0.015,0.023,4452,-0.039,0.602,0.218,1.108,0.004,0.007,0.008,0.009,0.473,0.698,0.001,0.192,0.107,0.603,-0.008
13300,Findlay,OH,"246,623",0,0.015,0.089,0.032,0.028,0.034,0.457,34869,0.302,8.274,0.219,0.684,0.02,1699,2.66,0,5.355,19.2,11.407,,0.024,14624,0.083,0.666,0.324,1.286,0.005,0.014,0.015,0.014,1.106,0.523,0.001,0.185,0.099,0.581,-0.008
13400,Lima,OH,"260,393",1,0.052,0.252,0.048,0.049,0.043,0.445,35092,0.316,9.453,0.221,0.665,0.02,1859,2.66,0,5.109,19.7,13.717,,0.019,7747,0.056,0.652,0.298,2.666,0.005,0.009,0.011,0.009,1.414,0.629,0.001,0.174,0.09,0.59,-0.004
13501,Toledo,OH,"834,343",1,0.097,0.29,0.078,0.074,0.079,0.345,38616,0.386,10.884,0.277,0.552,0.029,2128,2.66,0,6.145,18.8,2.054,,0.012,3600,-0.054,0.659,0.214,0.996,0.005,0.013,0.015,0.026,0.442,0.513,0.001,0.236,0.105,0.538,-0.012
13502,Defiance,OH,"98,981",0,0.011,0.081,0.015,0.013,0.019,0.437,35188,0.315,11.039,0.204,0.681,0.02,1798,2.66,0,5.048,19.6,13.318,,0.01,14850,0.055,0.679,0.422,3.971,0.005,0.012,0.015,0.011,0.929,0.52,0,0.175,0.1,0.602,-0.012
13600,South Bend,IN,"657,906",1,0.107,0.264,0.067,0.06,0.071,0.385,36189,0.423,11.211,0.311,0.545,0.02,1862,0,0,6.498,18.3,-2.923,,0.021,12138,0.077,0.649,0.247,1.391,0.005,0.015,0.017,0.04,0.065,0.424,0.001,0.231,0.106,0.552,-0.011
13700,Concord,IN,"372,184",1,0.033,0.176,0.027,0.027,0.024,0.405,35487,0.395,15.141,0.244,0.627,0.021,2052,0,0,6.437,18.8,-4.199,,0.005,8100,0.051,0.686,0.421,3.359,0.005,0.019,0.019,0.052,-0.043,0.36,0.001,0.18,0.105,0.59,-0.017
13800,Wayne,IN,"129,528",0,0.006,0.056,0.02,0.021,0.018,0.439,35790,0.364,15.072,0.213,0.635,0.021,2007,0,0,6.961,18.4,1.626,,0.015,13030,0.086,0.679,0.392,1.894,0.005,0.02,0.022,0.022,0.556,0.404,0,0.151,0.1,0.611,-0.006
13900,Center,IN,"192,308",1,0.038,0.15,0.046,0.037,0.055,0.451,37701,0.337,8.196,0.255,0.537,0.02,2569,0,0,6.665,17.8,0.629,,0.01,2811,-0.271,0.632,0.326,1.733,0.005,0.012,0.015,0.02,0.854,0.448,0.001,0.201,0.118,0.588,-0.018
14000,Muncie,IN,"415,487",1,0.058,0.216,0.062,0.06,0.063,0.417,34884,0.384,10.075,0.283,0.557,0.019,1858,0,0,6.655,17.2,-3.912,,0.022,6770,0.127,0.621,0.239,1.12,0.004,0.011,0.015,0.011,0.654,0.352,0.001,0.229,0.115,0.569,-0.022
14100,Fort Wayne,IN,"557,161",1,0.068,0.29,0.075,0.058,0.086,0.352,38529,0.381,13.303,0.248,0.573,0.018,1814,0,0,6.491,19.1,-0.56,,0.02,7206,-0.155,0.701,0.272,2.138,0.004,0.013,0.014,0.028,0.901,0.486,0.003,0.2,0.105,0.576,-0.015
14200,Indianapolis,IN,"1,507,346",1,0.141,0.333,0.107,0.089,0.122,0.262,42510,0.459,13.844,0.32,0.479,0.023,2519,0,0,6.991,18.8,0.549,,0.009,8685,-0.104,0.699,0.154,0.936,0.005,0.02,0.016,0.035,0.69,0.408,0.004,0.226,0.115,0.55,-0.012
14300,Columbus,IN,"163,284",1,0.01,0.077,0.048,0.038,0.061,0.404,35466,0.381,12.38,0.257,0.593,0.02,2590,0,0,6.341,19.3,0.477,,0.012,3264,-0.302,0.671,0.345,1.77,0.005,0.015,0.015,0.024,0.535,0.5,0.002,0.175,0.116,0.625,-0.006
14400,Terre Haute,IN,"261,832",1,0.035,0.155,0.042,0.043,0.038,0.391,31382,0.367,8.691,0.28,0.592,0.02,1875,0,0,6.45,17.3,-0.317,,0.027,8388,0.092,0.61,0.202,1.947,0.005,0.013,0.015,0.013,0.611,0.366,0.002,0.197,0.113,0.566,-0.011
14500,Lafayette,IN,"347,966",1,0.036,0.209,0.072,0.077,0.066,0.429,32345,0.349,8.583,0.264,0.586,0.02,1719,0,0,6.3,18.1,0.095,0.021,0.011,3657,0.161,0.644,0.236,1.115,0.005,0.015,0.017,0.048,0.435,0.393,0.001,0.191,0.097,0.547,-0.011
14600,Bloomington,IN,"280,923",1,0.014,0.105,0.063,0.07,0.058,0.397,30525,0.394,10.999,0.284,0.574,0.018,1620,0,0,6.01,18.9,1.814,,0.007,3893,0.264,0.634,0.181,4.994,0.005,0.015,0.017,0.029,0.043,0.402,0.001,0.18,0.102,0.523,-0.01
14700,Evansville,IN,"388,604",1,0.041,0.21,0.07,0.061,0.078,0.366,36908,0.402,13.881,0.263,0.574,0.021,2022,0,0,6.535,18.1,0.957,0.014,0.018,6157,-0.039,0.667,0.225,1.337,0.005,0.007,0.007,0.013,1.29,0.509,0.003,0.188,0.11,0.585,-0.005
14801,Olney,IL,"55,642",0,0.002,0.016,0.015,0.016,0.011,0.486,31875,0.343,8.23,0.261,0.643,0.013,2254,0,0.476,4.303,15.7,9.889,0.007,0.036,5275,0.01,0.603,0.215,21.031,0.005,0.011,0.011,0.006,1.562,0.626,,0.176,0.106,0.608,0.008
14802,Vincennes,IN,"54,708",0,0.015,0.061,0.034,0.036,0.029,0.488,30101,0.379,8.491,0.294,0.584,0.014,2268,0,0,5.712,16.7,4.262,0.035,0.018,2500,-0.127,0.627,0.122,0.963,0.006,0.01,0.011,0.01,0.687,0.495,0.001,0.204,0.107,0.56,-0.012
14900,Gary,IN,"675,971",1,0.182,0.444,0.08,0.082,0.075,0.277,38097,0.369,10.709,0.262,0.532,0.024,2258,0,0,7.061,20.3,-3.78,,0.016,7395,-0.102,0.637,0.197,0.994,0.004,0.024,0.019,0.046,-0.229,0.439,0.002,0.244,0.1,0.533,-0.012
15000,Canton,OH,"700,866",1,0.043,0.198,0.054,0.049,0.058,0.378,35700,0.381,11.019,0.271,0.633,0.021,1768,2.66,0,5.563,19.3,12.753,,0.014,8639,-0.039,0.642,0.259,1.55,0.005,0.013,0.013,0.015,0.977,0.493,0.001,0.187,0.101,0.584,-0.009
15100,Lorain,OH,"423,702",1,0.073,0.207,0.064,0.062,0.065,0.362,38660,0.342,8.711,0.255,0.599,0.025,2044,2.66,0,5.833,19,7.879,,0.014,11565,-0.088,0.648,0.256,1.477,0.005,0.022,0.018,0.023,0.699,0.478,0.001,0.222,0.106,0.568,-0.01
15200,Cleveland,OH,"2,661,167",1,0.175,0.446,0.115,0.106,0.119,0.268,42208,0.463,13.743,0.326,0.538,0.031,2677,2.66,0,6.958,18.4,5.208,,0.011,7049,-0.034,0.648,0.189,1.144,0.005,0.01,0.015,0.048,0.455,0.518,0.001,0.254,0.107,0.521,-0.012
15300,Parkersburg,WV,"202,967",1,0.008,0.044,0.028,0.025,0.031,0.346,32372,0.375,7.579,0.3,0.578,0.017,1826,2.5,0,5.851,16.9,-0.284,-0.003,0.025,7253,0.03,0.582,0.19,1.383,0.003,0.007,0.008,0.008,0.333,0.398,0.001,0.19,0.108,0.599,-0.001
15400,Zanesville,OH,"188,410",1,0.029,0.115,0.027,0.024,0.028,0.346,30313,0.352,8.705,0.265,0.615,0.019,1635,2.66,0,4.95,19.2,7.247,,0.016,7501,0.023,0.603,0.24,3.84,0.004,0.014,0.014,0.008,0.576,0.353,0,0.202,0.107,0.578,-0.006
15500,Steubenville,OH,"132,008",1,0.039,0.184,0.03,0.037,0.018,0.378,32010,0.35,9.312,0.257,0.632,0.02,1512,2.66,0,5.935,17.5,8.384,-0.009,0.023,11197,0.196,0.546,0.216,1.316,0.003,0.011,0.012,0.013,0.893,0.448,0.001,0.211,0.098,0.571,-0.002
15600,Wheeling,WV,"195,637",1,0.023,0.151,0.035,0.038,0.029,0.343,31111,0.403,10.613,0.297,0.578,0.017,1664,2.5,0,6.139,16.5,1.849,-0.006,0.026,4864,-0.089,0.546,0.141,0.795,0.003,0.005,0.007,0.009,0.79,0.51,0.001,0.203,0.099,0.57,-0.003
15700,Scioto,OH,"225,682",0,0.032,0.16,0.027,0.024,0.028,0.322,28949,0.403,9.722,0.305,0.573,0.019,1577,2.66,0,4.927,20.4,3.963,,0.018,3057,-0.054,0.545,0.203,0.379,0.004,0.011,0.011,0.007,0.105,0.253,0.001,0.215,0.119,0.563,-0.011
15800,Athens,OH,"142,321",0,0.018,0.058,0.03,0.03,0.031,0.359,24643,0.395,7.157,0.323,0.566,0.024,1710,2.66,0,5.361,17.3,0.706,-0.008,0.028,4775,0.188,0.549,0.103,0.948,0.003,0.012,0.013,0.017,-0.328,0.251,0.001,0.201,0.095,0.523,-0.003
15900,Columbus,OH,"1,663,807",1,0.124,0.269,0.122,0.106,0.139,0.271,40286,0.451,14.001,0.311,0.545,0.029,2301,2.66,0,6.531,19,3.69,,0.013,8030,0.107,0.692,0.119,0.845,0.005,0.02,0.019,0.044,0.61,0.363,0.003,0.228,0.11,0.527,-0.01
16000,Mansfield,OH,"326,186",1,0.051,0.231,0.041,0.04,0.041,0.403,33186,0.335,7.903,0.256,0.64,0.022,1713,2.66,0,5.248,18.9,4.968,,0.015,6365,-0.016,0.622,0.283,1.275,0.005,0.013,0.013,0.012,0.992,0.395,0.001,0.206,0.113,0.572,-0.011
16100,State College,PA,"310,658",1,0.023,0.195,0.055,0.054,0.058,0.397,28923,0.373,8.759,0.285,0.613,0.02,1367,0,0,6.981,17.8,6.352,-0.013,0.019,7303,0.432,0.582,0.159,0.907,0.004,0.013,0.015,0.029,0.295,0.464,0.001,0.153,0.071,0.528,-0.002
16200,Altoona,PA,"411,749",1,0.017,0.163,0.038,0.042,0.034,0.391,30392,0.371,9.835,0.272,0.622,0.018,1550,0,0,7.147,18.1,7.231,-0.015,0.017,7679,0.241,0.57,0.154,1.449,0.003,0.006,0.008,0.01,0.938,0.65,0.001,0.177,0.078,0.564,0.003
16300,Pittsburgh,PA,"2,561,364",1,0.075,0.323,0.081,0.069,0.089,0.287,38686,0.45,13.848,0.312,0.533,0.025,2244,0,0,8.199,18.1,5.035,-0.01,0.022,8789,0.092,0.599,0.124,0.556,0.004,0.007,0.011,0.025,0.604,0.651,0.002,0.209,0.082,0.545,-0.001
16400,Youngstown,OH,"809,682",1,0.086,0.338,0.06,0.06,0.059,0.374,34808,0.387,10.241,0.284,0.603,0.019,1645,2.66,0,6.079,19.2,6.568,-0.016,0.025,9907,0.011,0.589,0.226,0.965,0.004,0.008,0.011,0.019,0.906,0.549,0.001,0.231,0.101,0.554,-0.01
16500,Erie,PA,"659,098",1,0.034,0.21,0.05,0.051,0.047,0.427,31989,0.392,10.49,0.287,0.596,0.024,2011,0,0,7.642,17.7,5.037,-0.008,0.021,7200,0.152,0.611,0.23,1.341,0.004,0.007,0.009,0.019,0.694,0.521,0.001,0.213,0.09,0.546,-0.005
16600,Roanoke,VA,"468,038",1,0.091,0.225,0.066,0.066,0.064,0.334,34411,0.424,9.212,0.332,0.544,0.022,1632,0,0,6.208,16.6,3.084,-0.002,0.024,3970,0.206,0.62,0.171,1.109,0.005,0.008,0.009,0.027,-0.196,0.458,0.001,0.211,0.096,0.545,-0.004
16701,Elkins,WV,"60,271",0,0.007,0.05,0.009,0.008,0.006,0.388,26302,0.391,8.336,0.307,0.56,0.009,1400,2.5,0,5.979,14.7,-6.483,-0.017,0.033,13180,0.152,0.539,0.118,2.177,0.004,0.005,0.005,0.006,-0.342,0.357,0.001,0.168,0.112,0.58,-0.001
16702,Morgantown,WV,"259,942",1,0.023,0.108,0.052,0.054,0.046,0.336,28593,0.424,9.565,0.328,0.56,0.015,1641,2.5,0,6.507,16,-6.397,-0.008,0.027,2143,0.131,0.564,0.081,0.572,0.003,0.007,0.007,0.019,0.372,0.37,0.001,0.189,0.092,0.536,-0.006
16703,Buckhannon,WV,"40,323",0,0.004,0.042,0.011,0.016,0.009,0.377,25062,0.404,7.553,0.328,0.55,0.014,1221,2.5,0,6.238,16.1,-10.275,-0.011,0.025,16800,0.197,0.532,0.112,0.74,0.003,0.008,0.011,0.005,-0.141,0.312,0.001,0.181,0.101,0.577,0.006
16801,Beckley,WV,"174,251",1,0.061,0.121,0.015,0.012,0.017,0.33,28131,0.446,11.535,0.331,0.539,0.012,1317,2.5,0,6.099,16,-6.88,-0.002,0.029,5808,-0.242,0.49,0.069,0.306,0.003,0.006,0.007,0.009,-0.862,0.303,0.001,0.217,0.104,0.58,-0.006
16802,Summersville,WV,"58,143",0,0.003,0.043,0.011,0.009,0.01,0.329,25662,0.452,13.73,0.314,0.545,0.012,1483,2.5,0,6.065,14.8,-6.952,-0.008,0.034,1027,-0.02,0.486,0.094,0.17,0.003,0.006,0.007,0.005,-0.593,0.322,0.002,0.175,0.101,0.595,-0.004
16901,Charleston,WV,"347,345",1,0.044,0.177,0.057,0.05,0.059,0.28,34109,0.474,12.717,0.347,0.518,0.016,1532,2.5,0,6.254,15.7,-9.146,0.006,0.017,3243,-0.11,0.553,0.083,0.26,0.003,0.008,0.01,0.011,-0.087,0.3,0.002,0.21,0.113,0.573,-0.002
16902,Spencer,WV,"23,028",0,0.002,0.011,0.007,0.007,0.004,0.268,23337,0.356,6.941,0.287,0.552,0.011,1333,2.5,0,6.717,14.8,-10.746,0.001,,,,0.491,0.141,0.231,0.003,0.013,0.009,0.006,-0.651,0.247,0.001,0.163,0.1,0.603,-0.005
17000,Pikeville,KY,"204,354",0,0.008,0.103,0.017,0.013,0.015,0.295,23076,0.474,10.775,0.366,0.501,0.011,1240,0.2,0,6.46,15.4,-2.262,0.001,0.01,3671,-0.142,0.435,0.054,0.023,0.002,0.003,0.006,0.004,-1.347,0.331,0.001,0.186,0.103,0.608,0.004
17100,Huntington,KY,"344,380",1,0.021,0.144,0.043,0.045,0.041,0.343,29101,0.467,11.153,0.355,0.519,0.014,1448,0.2,0,6.436,16.5,-2.126,0.001,0.02,2400,-0.038,0.541,0.122,0.45,0.003,0.007,0.008,0.009,-0.404,0.37,0.001,0.208,0.107,0.577,-0.003
17200,Harrisonburg,VA,"174,641",1,0.024,0.107,0.034,0.037,0.033,0.378,31025,0.409,11.826,0.291,0.591,0.018,1501,0,0,5.499,15.9,5.775,-0.006,0.017,3568,0.381,0.641,0.217,1.544,0.005,0.016,0.011,0.041,-0.385,0.465,0.001,0.163,0.08,0.548,0.002
17300,Staunton,VA,"188,559",1,0.071,0.079,0.031,0.028,0.033,0.344,34674,0.368,7.971,0.288,0.592,0.02,1465,0,0,6.003,,3.633,,0.037,9809,0.122,0.607,0.206,3.52,0.005,0.011,0.007,0.019,-0.2,0.492,0.001,0.197,0.098,0.583,-0.004
17400,Hagerstown,PA,"408,535",1,0.047,0.164,0.035,0.036,0.034,0.298,34829,0.351,8.689,0.264,0.607,0.016,1512,0,0,6.288,17.4,1.236,0.007,0.015,3360,-0.034,0.633,0.176,1.427,0.005,0.031,0.012,0.019,-0.256,0.391,0.002,0.186,0.097,0.598,0.006
17501,Cumberland,MD,"155,822",1,0.033,0.149,0.024,0.026,0.021,0.373,29147,0.425,13.041,0.294,0.589,0.018,1840,1,11.429,6.553,16,-2.043,-0.006,0.032,12039,-0.059,0.566,0.168,0.739,0.004,0.008,0.007,0.009,0.038,0.491,0.002,0.187,0.085,0.6,0
17502,Winchester,VA,"115,649",1,0.043,0.1,0.042,0.037,0.045,0.301,36887,0.402,10.978,0.292,0.575,0.02,1801,0,0,6.326,16.6,0.058,-0.003,0.017,9058,-0.058,0.669,0.182,1.205,0.005,0.039,0.023,0.029,-0.875,0.391,0.001,0.172,0.098,0.584,0.002
17600,Charlottesville,VA,"273,489",1,0.164,0.096,0.06,0.058,0.062,0.282,37999,0.489,12.275,0.366,0.5,0.022,1882,0,0,6.177,,-0.367,,0.011,2786,0.327,0.626,0.093,1.081,0.005,0.031,0.017,0.044,-0.484,0.365,0.001,0.203,0.089,0.544,0.005
17700,Syracuse,NY,"1,080,612",1,0.056,0.253,0.086,0.088,0.08,0.378,35778,0.409,10.819,0.301,0.541,0.036,3044,0,6.905,8.59,15.8,1.814,-0.016,0.023,10408,0.088,0.629,0.146,1.253,0.005,0.008,0.012,0.043,0.353,0.484,0.002,0.236,0.087,0.522,-0.004
17800,Oneonta,NY,"161,132",0,0.012,0.053,0.012,0.014,0.008,0.405,31398,0.374,7.377,0.3,0.569,0.037,2714,0,6.905,9.284,14,3.69,-0.021,0.025,5231,0.151,0.61,0.152,1.978,0.004,0.014,0.012,0.025,0.102,0.377,0.002,0.199,0.09,0.553,0.005
17900,Union,NY,"294,558",1,0.023,0.12,0.063,0.065,0.063,0.363,35192,0.39,8.997,0.3,0.557,0.031,2370,0,6.905,8.034,15.9,7.263,-0.015,0.01,3090,0.182,0.615,0.189,6.272,0.004,0.014,0.015,0.04,0.505,0.493,0.001,0.209,0.094,0.538,-0.003
18000,Buffalo,NY,"2,369,699",1,0.104,0.342,0.098,0.097,0.097,0.333,38618,0.396,10.989,0.287,0.521,0.037,3031,0,6.905,9.08,15.7,3.245,-0.016,0.015,8230,0.029,0.639,0.183,2.241,0.005,0.007,0.012,0.049,0.394,0.607,0.002,0.251,0.088,0.524,-0.007
18100,Elmira,NY,"346,894",1,0.03,0.158,0.048,0.048,0.046,0.411,32548,0.416,10.805,0.308,0.568,0.033,2590,0,6.905,8.67,16,0.774,-0.002,0.023,15547,0.266,0.615,0.175,1.287,0.004,0.012,0.015,0.042,0.5,0.396,0.001,0.222,0.092,0.516,0.001
18201,Olean,NY,"197,898",0,0.01,0.143,0.016,0.016,0.016,0.455,29823,0.37,10.119,0.269,0.62,0.032,2566,0,6.905,8.316,16,3.707,-0.011,0.04,9250,0.168,0.611,0.208,2.47,0.004,0.01,0.01,0.015,-0.135,0.418,0.002,0.197,0.091,0.552,0.001
18202,St. Marys,PA,"41,086",0,0.002,0.025,0.016,0.015,0.013,0.53,34878,0.299,10.488,0.194,0.696,0.02,1510,0,0,8.325,17.5,7.407,-0.017,,,,0.625,0.437,1.868,0.004,0.005,0.009,0.01,1.145,0.78,0.001,0.159,0.085,0.576,-0.005
18300,Watertown,NY,"250,613",1,0.035,0.147,0.022,0.027,0.018,0.471,27436,0.353,6.815,0.285,0.59,0.035,2904,0,6.905,9.16,15.9,5.444,-0.012,0.024,10602,0.134,0.601,0.117,0.658,0.004,0.022,0.022,0.033,-0.213,0.472,0.001,0.195,0.081,0.539,0.007
18400,Plattsburgh,NY,"169,879",0,0.041,0.285,0.025,0.026,0.023,0.47,28561,0.359,6.947,0.29,0.581,0.041,2872,0,6.905,9.433,14.6,2.784,-0.008,0.035,4636,0.068,0.573,0.123,0.997,0.005,0.007,0.007,0.04,-0.21,0.635,0.002,0.208,0.085,0.522,0.008
18500,Amsterdam,NY,"110,160",0,0.013,0.13,0.027,0.031,0.026,0.416,32624,0.369,7.015,0.299,0.565,0.038,2988,0,6.905,9.628,14.3,2.667,-0.007,0.009,2380,-0.078,0.595,0.189,4.284,0.004,0.014,0.012,0.025,0.683,0.57,0.001,0.231,0.092,0.54,0.006
18600,Albany,NY,"1,061,509",1,0.055,0.201,0.077,0.078,0.078,0.317,40298,0.407,10.807,0.299,0.511,0.034,2767,0,6.905,8.921,15.8,4.01,-0.011,0.023,9499,0.058,0.649,0.09,0.466,0.006,0.013,0.011,0.045,0.602,0.525,0.002,0.224,0.087,0.533,0
